,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
2403,Honda Brio V,2012,310000,50000,Petrol,Individual,Manual,Second Owner,Honda
2404,Tata Tiago 1.2,2017,390000,20000,Petrol,Individual,Manual,First Owner,Tata
2405,Hyundai Creta 1.6,2016,700000,30000,Petrol,Individual,Manual,First Owner,Hyundai
2406,Hyundai i10 Sportz,2010,200000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
2407,Toyota Innova 2.5,2013,1050000,7200,Diesel,Individual,Manual,First Owner,Toyota
2408,Honda City i,2014,580000,97000,Diesel,Individual,Manual,First Owner,Honda
2409,Hyundai EON Era,2014,200000,60000,Petrol,Individual,Manual,Second Owner,Hyundai
2410,Chevrolet Sail Hatchback,2013,245000,25000,Petrol,Individual,Manual,First Owner,Chevrolet
2411,Hyundai i10 Sportz,2010,210000,94000,Petrol,Individual,Manual,Second Owner,Hyundai
2412,Maruti Baleno LXI,2005,50000,90000,Petrol,Individual,Manual,Second Owner,Maruti
2413,Chevrolet Captiva 2.2,2012,700000,50000,Diesel,Individual,Automatic,Second Owner,Chevrolet
2414,Tata Bolt Quadrajet,2019,660000,35000,Diesel,Individual,Manual,First Owner,Tata
2415,Honda City i,2015,630000,117500,Petrol,Individual,Manual,Second Owner,Honda
2416,Mahindra XUV500 W8,2012,950000,78500,Diesel,Individual,Manual,First Owner,Mahindra
2417,Hyundai i20 1.2,2018,740000,8000,Petrol,Individual,Manual,First Owner,Hyundai
2418,Ford Figo Aspire,2017,570000,25000,Petrol,Individual,Manual,First Owner,Ford
2419,Hyundai Verna 1.6,2012,450000,60000,Diesel,Individual,Manual,Third Owner,Hyundai
2420,Datsun RediGO 1.0,2019,390000,10000,Petrol,Individual,Manual,First Owner,Datsun
2421,Ford Ikon 1.6,2009,180000,70000,Petrol,Individual,Manual,Second Owner,Ford
2422,Tata Nano LX,2015,130000,60000,Petrol,Individual,Manual,First Owner,Tata
2423,Honda City 2017-2020,2006,270000,70000,Petrol,Individual,Manual,Second Owner,Honda
2424,Maruti 800 DX,1997,60000,25000,Petrol,Individual,Manual,Third Owner,Maruti
2425,Hyundai Verna 1.6,2006,170000,90000,Petrol,Individual,Manual,Third Owner,Hyundai
2426,Hyundai Creta 1.6,2015,978999,90000,Diesel,Individual,Manual,First Owner,Hyundai
2427,Tata Tiago 1.2,2018,490000,25000,Petrol,Individual,Manual,First Owner,Tata
2428,Ford Fiesta Diesel,2012,280000,60000,Diesel,Individual,Manual,Second Owner,Ford
2429,Tata Tiago 1.2,2018,390000,25000,Petrol,Individual,Manual,First Owner,Tata
2430,Maruti Alto 800,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2431,Chevrolet Spark 1.0,2008,45000,70000,Petrol,Individual,Manual,First Owner,Chevrolet
2432,Maruti Ertiga SHVS,2016,640000,80000,Diesel,Individual,Manual,Second Owner,Maruti
2433,Mahindra Scorpio S2,2015,650000,110000,Diesel,Individual,Manual,Second Owner,Mahindra
2434,Mahindra Scorpio LX,2013,500000,115717,Diesel,Individual,Manual,First Owner,Mahindra
2435,Ford Fusion Plus,2008,90000,110000,Diesel,Individual,Manual,Second Owner,Ford
2436,Tata Aria Pure,2014,480000,70000,Diesel,Individual,Manual,Second Owner,Tata
2437,Maruti Swift VXI,2019,630000,4000,Petrol,Individual,Manual,First Owner,Maruti
2438,Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai
2439,Hyundai Grand i10,2016,330000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
2440,Hyundai i10 Magna,2009,180000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
2441,Hyundai i20 Magna,2010,210000,50000,Petrol,Individual,Manual,Second Owner,Hyundai
2442,Maruti Swift Dzire,2016,550000,55000,Diesel,Individual,Manual,First Owner,Maruti
2443,Tata Nexon 1.2,2020,950000,5000,Petrol,Individual,Automatic,First Owner,Tata
2444,Mahindra Bolero 2011-2019,2013,430000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
2445,Hyundai i10 Sportz,2014,348000,23000,Petrol,Individual,Manual,Second Owner,Hyundai
2446,Maruti Alto 800,2014,196000,60000,Petrol,Individual,Manual,Second Owner,Maruti
2447,Maruti Wagon R,2010,150000,70000,Petrol,Individual,Manual,Second Owner,Maruti
2448,Hyundai Santro Xing,2005,90000,82000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai
2449,Maruti Wagon R,2009,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti
2450,Tata Safari Storme,2019,1250000,100000,Diesel,Individual,Manual,First Owner,Tata
2451,Maruti Ertiga VDI,2015,600000,90000,Diesel,Individual,Manual,Third Owner,Maruti
2452,Tata Nano Lx,2010,65000,26432,Petrol,Dealer,Manual,First Owner,Tata
2453,Maruti Omni E,2016,220000,46702,Petrol,Dealer,Manual,First Owner,Maruti
2454,Maruti Omni E,2016,220000,46706,Petrol,Dealer,Manual,First Owner,Maruti
2455,Tata Indica V2,2006,110000,53523,Petrol,Dealer,Manual,First Owner,Tata
2456,Chevrolet Beat Diesel,2012,175000,56365,Diesel,Dealer,Manual,First Owner,Chevrolet
2457,Chevrolet Spark 1.0,2011,160000,49563,Petrol,Dealer,Manual,First Owner,Chevrolet
2458,Maruti 800 Std,2004,65000,56432,Petrol,Dealer,Manual,First Owner,Maruti
2459,Maruti 800 AC,2002,60000,52365,Petrol,Dealer,Manual,Second Owner,Maruti
2460,Maruti Alto LXi,2007,120000,53512,Petrol,Dealer,Manual,Second Owner,Maruti
2461,Hyundai Santro Xing,2005,110000,53563,Petrol,Dealer,Manual,Second Owner,Hyundai
2462,Mahindra Ssangyong Rexton,2013,1000000,40000,Diesel,Individual,Automatic,First Owner,Mahindra
2463,Maruti Wagon R,2010,220000,46533,Petrol,Dealer,Manual,First Owner,Maruti
2464,Maruti Omni E,2005,105000,59635,Petrol,Dealer,Manual,Second Owner,Maruti
2465,Maruti Omni 8,2008,114999,58632,Petrol,Dealer,Manual,Second Owner,Maruti
2466,Maruti Omni LPG,2008,110000,58632,LPG,Dealer,Manual,Second Owner,Maruti
2467,Mahindra XUV500 AT,2016,850000,80000,Diesel,Individual,Automatic,Second Owner,Mahindra
2468,Maruti Ertiga SHVS,2016,750000,70000,Diesel,Individual,Manual,First Owner,Maruti
2469,Renault KWID 1.0,2017,265000,90000,Petrol,Individual,Manual,First Owner,Renault
2470,Ford Classic 1.6,2014,450000,110000,Petrol,Individual,Manual,Second Owner,Ford
2471,Mahindra Quanto C6,2013,225000,90000,Diesel,Individual,Manual,First Owner,Mahindra
2472,Mahindra Scorpio S10,2015,1125000,70000,Diesel,Individual,Manual,First Owner,Mahindra
2473,Maruti Swift VXI,2009,270000,80000,Petrol,Individual,Manual,First Owner,Maruti
2474,Maruti Alto LX,2007,130000,78000,Petrol,Individual,Manual,First Owner,Maruti
2475,Mahindra Bolero Power,2017,660000,45000,Diesel,Individual,Manual,First Owner,Mahindra
2476,Maruti Alto K10,2015,240000,50000,Petrol,Individual,Manual,Second Owner,Maruti
2477,Maruti Alto 800,2017,275000,58000,Petrol,Individual,Manual,First Owner,Maruti
2478,Toyota Innova 2.5,2012,750000,120000,Diesel,Individual,Manual,First Owner,Toyota
2479,Chevrolet Aveo U-VA,2007,65000,30000,Petrol,Individual,Manual,Second Owner,Chevrolet
2480,Tata Safari Storme,2017,850000,162000,Diesel,Individual,Manual,First Owner,Tata
2481,Maruti Wagon R,2016,300000,50000,CNG,Individual,Manual,Second Owner,Maruti
2482,Hyundai i20 1.2,2018,555000,25000,Petrol,Individual,Manual,Second Owner,Hyundai
2483,Mahindra Scorpio 1.99,2015,825000,60000,Diesel,Individual,Manual,First Owner,Mahindra
2484,Hyundai Santro Xing,2010,150000,70000,LPG,Individual,Manual,Third Owner,Hyundai
2485,Maruti Swift Dzire,2009,185000,138000,Diesel,Individual,Manual,Second Owner,Maruti
2486,Hyundai i10 Magna,2010,180000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
2487,Maruti Alto LXi,2010,160000,48000,Petrol,Individual,Manual,Second Owner,Maruti
2488,Ford Endeavour 3.0L,2012,500000,110000,Diesel,Individual,Automatic,First Owner,Ford
2489,Maruti Swift VDI,2014,375000,88000,Diesel,Individual,Manual,Second Owner,Maruti
2490,Toyota Innova 2.5,2015,900000,68000,Diesel,Individual,Manual,First Owner,Toyota
2491,Hyundai Grand i10,2017,459999,70000,Petrol,Individual,Manual,First Owner,Hyundai
2492,Renault Duster 85PS,2014,480000,80000,Diesel,Individual,Manual,First Owner,Renault
2493,Maruti Swift VDI,2013,320000,100000,Diesel,Individual,Manual,Third Owner,Maruti
2494,Maruti Swift VDI,2013,370000,96000,Diesel,Individual,Manual,Second Owner,Maruti
2495,Hyundai Santro Xing,2005,80000,123219,Petrol,Individual,Manual,Third Owner,Hyundai
2496,Maruti Zen LX,2002,75000,30000,Petrol,Individual,Manual,Third Owner,Maruti
2497,Maruti Ritz LDi,2016,400000,60000,Diesel,Individual,Manual,Third Owner,Maruti
2498,Honda City 1.5,2005,250000,90000,Petrol,Individual,Automatic,Second Owner,Honda
2499,Maruti Swift VDI,2014,425000,65000,Diesel,Individual,Manual,First Owner,Maruti
2500,Maruti Celerio ZXI,2014,325000,48000,Petrol,Individual,Manual,First Owner,Maruti
2501,Hyundai Grand i10,2016,350000,65300,Petrol,Individual,Manual,Second Owner,Hyundai
2502,Hyundai i20 1.2,2018,600000,40000,Petrol,Individual,Manual,First Owner,Hyundai
2503,Chevrolet Beat Diesel,2012,120000,60000,Diesel,Individual,Manual,Second Owner,Chevrolet
2504,Maruti Alto K10,2012,200000,70000,Petrol,Individual,Manual,Second Owner,Maruti
2505,Maruti Alto LXi,2008,100000,70000,Petrol,Individual,Manual,Third Owner,Maruti
2506,Hyundai Grand i10,2014,350000,70000,Diesel,Individual,Manual,Second Owner,Hyundai
2507,Maruti Alto LXi,2006,85000,150000,Petrol,Individual,Manual,Second Owner,Maruti
2508,Maruti Alto K10,2019,399000,10000,Petrol,Individual,Manual,First Owner,Maruti
2509,Hyundai Verna 1.6,2014,580000,56000,Diesel,Individual,Manual,First Owner,Hyundai
2510,Datsun RediGO T,2017,290000,30000,Petrol,Individual,Manual,First Owner,Datsun
2511,Hyundai Grand i10,2014,380000,50000,Petrol,Individual,Manual,Second Owner,Hyundai
2512,Ford Figo Diesel,2010,200000,120000,Diesel,Individual,Manual,First Owner,Ford
2513,Maruti Wagon R,2018,390000,40000,CNG,Individual,Manual,First Owner,Maruti
2514,Hyundai Grand i10,2017,500000,27500,Petrol,Individual,Manual,First Owner,Hyundai
2515,Maruti Ertiga VDI,2012,520000,73000,Diesel,Individual,Manual,First Owner,Maruti
2516,Maruti Swift Dzire,2017,650000,75000,Diesel,Individual,Manual,First Owner,Maruti
2517,Renault KWID Climber,2018,380000,5000,Petrol,Individual,Manual,First Owner,Renault
2518,Maruti Wagon R,2010,275000,50000,LPG,Individual,Manual,First Owner,Maruti
2519,Maruti Swift Dzire,2015,520000,70000,Diesel,Individual,Manual,First Owner,Maruti
2520,Maruti Swift Dzire,2015,610000,60000,Diesel,Individual,Manual,First Owner,Maruti
2521,Maruti Wagon R,2004,85000,110000,Petrol,Individual,Manual,First Owner,Maruti
2522,Renault Duster 85PS,2013,490000,95000,Diesel,Individual,Manual,First Owner,Renault
2523,Hyundai EON Era,2015,229999,34000,Petrol,Individual,Manual,Second Owner,Hyundai
2524,Hyundai Grand i10,2015,411000,25000,Petrol,Individual,Manual,First Owner,Hyundai
2525,Maruti Eeco CNG,2019,362000,120000,CNG,Individual,Manual,Second Owner,Maruti
2526,Toyota Etios Cross,2014,550000,31000,Diesel,Individual,Manual,First Owner,Toyota
2527,Maruti Wagon R,2018,459999,70000,CNG,Individual,Manual,First Owner,Maruti
2528,Maruti Ritz VXi,2011,190000,47000,Petrol,Individual,Manual,First Owner,Maruti
2529,Hyundai Santro Magna,2019,499000,5000,Petrol,Individual,Automatic,First Owner,Hyundai
2530,Maruti Eeco 7,2018,358000,44000,Petrol,Individual,Manual,First Owner,Maruti
2531,Toyota Etios Diesel,2012,278000,120000,Diesel,Individual,Manual,Second Owner,Toyota
2532,Fiat Grande Punto,2014,320000,39395,Diesel,Individual,Manual,First Owner,Fiat
2533,Renault Fluence 1.5,2013,580000,67000,Diesel,Individual,Manual,Second Owner,Renault
2534,Honda City VX,2019,1300000,20000,Petrol,Individual,Automatic,First Owner,Honda
2535,Honda Amaze VX,2018,825000,40000,Diesel,Individual,Manual,First Owner,Honda
2536,Toyota Corolla AE,2004,170000,120000,Petrol,Individual,Manual,Second Owner,Toyota
2537,Toyota Fortuner 4x4,2014,1700000,80000,Diesel,Individual,Manual,Second Owner,Toyota
2538,Hyundai Santro Sportz,2018,490000,7000,Petrol,Individual,Manual,First Owner,Hyundai
2539,Mahindra XUV500 W4,2018,1050000,15000,Diesel,Individual,Manual,First Owner,Mahindra
2540,Chevrolet Beat LT,2016,210000,50000,Petrol,Individual,Manual,First Owner,Chevrolet
2541,Mahindra Scorpio Intelli,2016,1250000,30000,Diesel,Individual,Manual,First Owner,Mahindra
2542,Maruti Swift VDI,2012,320000,120000,Diesel,Individual,Manual,Second Owner,Maruti
2543,Chevrolet Optra Magnum,2012,400000,64000,Diesel,Individual,Manual,First Owner,Chevrolet
2544,Maruti Ritz VDi,2013,320000,120000,Diesel,Individual,Manual,First Owner,Maruti
2545,Toyota Corolla Altis,2012,600000,85000,Diesel,Individual,Manual,First Owner,Toyota
2546,Maruti Alto K10,2012,275000,50000,Petrol,Individual,Manual,First Owner,Maruti
2547,Maruti Alto LXi,2009,170000,59000,Petrol,Individual,Manual,Second Owner,Maruti
2548,Chevrolet Beat Diesel,2012,155000,98000,Diesel,Individual,Manual,First Owner,Chevrolet
2549,Tata Indica Vista,2012,240000,70000,Diesel,Individual,Manual,First Owner,Tata
2550,Tata Indica Vista,2012,240000,70000,Diesel,Individual,Manual,First Owner,Tata
2551,Maruti Swift VDI,2011,320000,120000,Diesel,Individual,Manual,Second Owner,Maruti
2552,Renault Duster 85PS,2015,620000,140000,Diesel,Individual,Manual,Second Owner,Renault
2553,Hyundai Grand i10,2017,530000,50000,Petrol,Individual,Manual,First Owner,Hyundai
2554,Toyota Etios Liva,2015,550000,40000,Diesel,Individual,Manual,First Owner,Toyota
2555,Honda City i,2014,600000,90000,Diesel,Individual,Manual,First Owner,Honda
2556,Mahindra XUV500 W4,2014,649000,117000,Diesel,Individual,Manual,Third Owner,Mahindra
2557,Honda City i,2014,625000,90000,Diesel,Individual,Manual,First Owner,Honda
2558,Chevrolet Spark 1.0,2010,125000,70000,Petrol,Individual,Manual,First Owner,Chevrolet
2559,Chevrolet Tavera Neo,2009,305000,230000,Diesel,Individual,Manual,Second Owner,Chevrolet
2560,Maruti SX4 ZXI,2010,285000,155000,Petrol,Individual,Manual,Second Owner,Maruti
2561,Tata Xenon XT,2015,600000,60000,Diesel,Individual,Manual,Second Owner,Tata
2562,Mahindra KUV 100,2016,426000,110000,Petrol,Individual,Manual,First Owner,Mahindra
2563,Tata Indica Vista,2010,180000,120000,Diesel,Individual,Manual,First Owner,Tata
2564,Hyundai Verna 1.6,2011,400000,100000,Diesel,Individual,Manual,Second Owner,Hyundai
2565,Chevrolet Beat LS,2010,120000,40000,Petrol,Individual,Manual,Second Owner,Chevrolet
2566,Tata Manza Aura,2012,300000,110000,Diesel,Individual,Manual,Second Owner,Tata
2567,Maruti Alto K10,2011,190000,92500,Petrol,Individual,Manual,Second Owner,Maruti
2568,Maruti Alto 800,2017,310000,20000,Petrol,Individual,Manual,First Owner,Maruti
2569,Renault KWID RXL,2019,380000,15000,Petrol,Individual,Manual,First Owner,Renault
2570,Mahindra Bolero Power,2019,740000,14000,Diesel,Individual,Manual,First Owner,Mahindra
2571,Datsun RediGO T,2016,260000,35000,Petrol,Individual,Manual,First Owner,Datsun
2572,Maruti Alto K10,2017,320000,32000,Petrol,Individual,Manual,Second Owner,Maruti
2573,Maruti Wagon R,2013,211000,90000,CNG,Individual,Manual,First Owner,Maruti
2574,Maruti Swift Dzire,2018,650000,35000,Petrol,Individual,Manual,First Owner,Maruti
2575,Maruti Swift Dzire,2017,651000,32500,Diesel,Individual,Manual,Second Owner,Maruti
2576,Maruti Alto K10,2019,380000,14000,Petrol,Individual,Automatic,First Owner,Maruti
2577,Chevrolet Beat Diesel,2014,160000,70000,Diesel,Individual,Manual,Third Owner,Chevrolet
2578,Hyundai Verna VTVT,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,Hyundai
2579,Maruti Wagon R,2011,300000,300000,LPG,Individual,Manual,First Owner,Maruti
2580,Maruti Swift VDI,2015,405000,100000,Diesel,Individual,Manual,First Owner,Maruti
2581,Mahindra XUV500 W8,2015,850000,64800,Diesel,Individual,Manual,First Owner,Mahindra
2582,Mahindra Bolero Power,2017,680000,90000,Diesel,Individual,Manual,First Owner,Mahindra
2583,Hyundai Xcent 1.2,2014,426999,80000,Petrol,Individual,Manual,First Owner,Hyundai
2584,Hyundai Verna 1.4,2015,525000,248000,Diesel,Individual,Manual,First Owner,Hyundai
2585,Toyota Innova 2.5,2014,1019999,60000,Diesel,Individual,Manual,Second Owner,Toyota
2586,Toyota Innova 2.5,2005,245000,120000,Diesel,Individual,Manual,First Owner,Toyota
2587,Hyundai Elantra CRDi,2015,869999,120000,Diesel,Individual,Manual,First Owner,Hyundai
2588,Maruti Wagon R,2010,160000,66444,LPG,Individual,Manual,First Owner,Maruti
2589,Maruti Vitara Brezza,2016,700000,86000,Diesel,Individual,Manual,First Owner,Maruti
2590,Nissan Sunny Diesel,2012,300000,90000,Diesel,Individual,Manual,First Owner,Nissan
2591,Honda Civic 1.8,2007,175000,218463,Petrol,Individual,Automatic,First Owner,Honda
2592,Toyota Innova 2.5,2012,960000,153000,Diesel,Individual,Manual,First Owner,Toyota
2593,Mahindra Thar CRDe,2014,525000,70000,Diesel,Individual,Manual,Second Owner,Mahindra
2594,Hyundai Grand i10,2015,345000,60000,Diesel,Individual,Manual,First Owner,Hyundai
2595,Honda Amaze S,2015,390000,50000,Petrol,Individual,Manual,First Owner,Honda
2596,Datsun GO T,2015,275000,20000,Petrol,Individual,Manual,First Owner,Datsun
2597,Chevrolet Sail 1.2,2014,310000,35000,Petrol,Individual,Manual,First Owner,Chevrolet
2598,Hyundai Grand i10,2017,500000,20000,Petrol,Individual,Manual,First Owner,Hyundai
2599,Chevrolet Sail Hatchback,2013,200000,70000,Diesel,Individual,Manual,First Owner,Chevrolet
2600,Volkswagen Polo 2015-2019,2018,650000,53000,Diesel,Individual,Manual,First Owner,Volkswagen
2601,Honda City i-DTEC,2018,1031000,60000,Diesel,Individual,Manual,First Owner,Honda
2602,Hyundai EON 1.0,2018,330000,70000,Petrol,Individual,Manual,First Owner,Hyundai
2603,Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,Hyundai
2604,Hyundai i10 Magna,2012,250000,103000,Petrol,Individual,Manual,First Owner,Hyundai
2605,Hyundai Grand i10,2017,600000,20000,Diesel,Individual,Manual,First Owner,Hyundai
2606,Maruti Swift VDI,2013,375000,77000,Diesel,Individual,Manual,First Owner,Maruti
2607,Volkswagen Vento Diesel,2012,375000,90000,Diesel,Individual,Manual,First Owner,Volkswagen
2608,Hyundai Verna 1.6,2013,445000,87185,Diesel,Individual,Manual,Second Owner,Hyundai
2609,Maruti Wagon R,2003,55000,167000,Petrol,Individual,Manual,Second Owner,Maruti
2610,Hyundai i20 2015-2017,2016,611000,77000,Diesel,Individual,Manual,First Owner,Hyundai
2611,Hyundai Verna 1.4,2014,459999,110000,Diesel,Individual,Manual,Second Owner,Hyundai
2612,Ford Fiesta EXi,2011,275000,120000,Diesel,Individual,Manual,Second Owner,Ford
2613,Hyundai Santro Xing,2011,185000,170000,CNG,Individual,Manual,First Owner,Hyundai
2614,Hyundai Verna 1.6,2012,390000,100000,Diesel,Individual,Manual,Second Owner,Hyundai
2615,Chevrolet Spark 1.0,2007,72000,40000,Petrol,Individual,Manual,Second Owner,Chevrolet
2616,Tata Indica V2,2007,90000,50000,Diesel,Individual,Manual,First Owner,Tata
2617,Toyota Etios GD,2015,500000,125000,Diesel,Individual,Manual,First Owner,Toyota
2618,Maruti Wagon R,2011,200000,137000,CNG,Individual,Manual,First Owner,Maruti
2619,Mahindra XUV500 W9,2019,1575000,18000,Diesel,Individual,Manual,First Owner,Mahindra
2620,Hyundai Grand i10,2015,511000,30000,Petrol,Individual,Manual,First Owner,Hyundai
2621,Fiat Grande Punto,2009,150000,55000,Petrol,Individual,Manual,First Owner,Fiat
2622,Toyota Innova Crysta,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,Toyota
2623,Maruti Alto 800,2013,185000,80000,Petrol,Individual,Manual,Second Owner,Maruti
2624,Maruti Baleno Delta,2018,550000,30000,Petrol,Individual,Manual,First Owner,Maruti
2625,Maruti Alto K10,2017,325000,3564,Petrol,Individual,Manual,First Owner,Maruti
2626,Maruti Swift Dzire,2015,525000,80000,Diesel,Individual,Manual,First Owner,Maruti
2627,Force One SX,2018,1050000,13000,Diesel,Individual,Manual,First Owner,Force
2628,Tata Indigo CS,2012,300000,120000,Diesel,Individual,Manual,First Owner,Tata
2629,Chevrolet Beat LT,2011,120000,90000,Petrol,Individual,Manual,First Owner,Chevrolet
2630,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar
2631,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus
2632,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar
2633,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata
2634,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo
2635,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota
2636,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
